Bill to,TECH PROFUSE PRIVATE LIMITED
Invoice number,4444723585
Invoice date,31 Aug 2022
Due Date,30 Oct 2022
Billing ID,9907-5574-3959
Currency,INR
Invoice amount,"2,577,631.94"

Account,techprofuse.com
Domain name,Subscription,Description,Order name,Start date,End date,Quantity,PO number,Amount
macclite.com,Google Workspace Business Starter,Usage,3928958476-02,2 Aug,31 Aug,19,,"1,837.98"
macsonproducts.com,Google Workspace Business Standard,Usage,4306119127-02,21 Aug,31 Aug,1,20221380,238.45
mactores.in,Google Workspace Business Starter,Usage,3752253798-06,1 Aug,31 Aug,36,20220812,"4,687.20"
madhurbansal.in,Google Workspace Business Starter,Usage,3605547936-06,1 Aug,31 Aug,1,20220496,99.96
maghanpapers.com,Google Workspace Business Starter,Commitment,3440464807-04,1 Aug,31 Aug,5,,499.80
magicfinance.in,Google Workspace Business Starter,Usage,4075082418-02,1 Aug,31 Aug,2,,199.92
magickeyindia.com,Google Workspace Business Plus,Usage,4084573098-06,17 Aug,31 Aug,1,20221200,487.74
magsat.in,Google Workspace Business Starter,Usage,3917934436-03,1 Aug,31 Aug,4,20221057,399.84
mahakhanij.com,Google Workspace Business Starter,Commitment,3393894650-07,1 Aug,31 Aug,1,,99.96
mahalaxmijewellers.in.net,Google Workspace Business Starter,Usage,3971423439-06,1 Aug,31 Aug,1,20221101,99.96
mahattattva.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,4035658072-02,1 Aug,31 Aug,4,,480.00
mahattattva.in,Google Workspace for Education Plus (Staff),New commitment,4204033397-02,4 Aug,31 Aug,13,,0.00
mahattattva.in,Google Workspace for Education Plus,New commitment,4204559736-03,11 Aug,31 Aug,50,,508.07
mahayana.co.in,Google Workspace Business Starter,Usage,3506188303-02,1 Aug,31 Aug,5,,499.80
mahiraenterprises.com,Google Workspace Business Starter,Usage,3085513688-05,1 Aug,23 Aug,1,,74.17
mahiraenterprises.com,Google Workspace Business Starter,Usage,3085513688-05,24 Aug,24 Aug,2,,0.00
maitreyaglobaltour.com,Google Workspace Business Starter,Usage,3838764344-06,1 Aug,31 Aug,2,20220955,199.92
majorravisacademy.in,Google Workspace Business Plus,Usage,3860030490-08,1 Aug,31 Aug,1,20220987,"1,008.00"
makajigroup.com,Google Workspace Business Starter,Usage,3601608642-06,1 Aug,31 Aug,3,,299.88
malabarecc.com,Google Workspace Business Plus,Usage,2843129858-16,1 Aug,31 Aug,1,2021665,"1,008.00"
mallofjaipur.in,Google Workspace Business Starter,Commitment,3437485336-04,1 Aug,31 Aug,9,20220011,899.64
mandmlogistics.com,Google Workspace Business Starter,Usage,3831941146-06,1 Aug,31 Aug,4,20220936,399.84
maneagroventures.com,Google Workspace Business Starter,Commitment,3277503087-02,1 Aug,31 Aug,1,,99.96
manjitenterprises.com,Google Workspace Business Starter,Usage,3866423373-02,1 Aug,31 Aug,3,20220989,299.88
manjushreegroup.co.in,Google Workspace Business Starter,Usage,3030828305-06,1 Aug,9 Aug,20,20210231,580.41
mantrafashions.co.in,Google Workspace Business Standard,Usage,2752548266-09,1 Aug,4 Aug,7,2021427,485.57
mantrafashions.co.in,Google Workspace Business Standard,Usage,2752548266-09,5 Aug,31 Aug,6,2021427,"2,809.39"
mantrapropertygroup.co.uk,Google Workspace Business Starter,Commitment,2982463382-06,1 Aug,14 Aug,1,20210088,45.14
mantrapropertygroup.co.uk,Google Workspace Business Starter,Commitment decrease,2982463382-09,15 Aug,15 Aug,1,20210081,0.00
manuhindia.com,Google Workspace Business Starter,Commitment,4007809069-03,1 Aug,31 Aug,65,20221236,"6,552.00"
map7concepts.com,Google Workspace Business Starter,Usage,3746925039-06,1 Aug,31 Aug,1,20220800,99.96
marfproperties.ae,Google Workspace Business Starter,Usage,3883237540-07,1 Aug,31 Aug,3,20221002,299.88
martial.in,Google Workspace Business Starter,Usage,3577731944-02,1 Aug,31 Aug,2,,199.92
marzko.com,Google Workspace Business Starter,Commitment,3303409847-04,1 Aug,31 Aug,2,,199.92
massystech.com,Google Workspace Business Starter,Commitment,3075553239-02,1 Aug,22 Aug,22,20210374,"1,657.24"
materniacare.com,Google Workspace Business Starter,Commitment,3087554359-06,1 Aug,31 Aug,7,20210412,699.72
mattenviro.com,Google Workspace Business Starter,Commitment,3443340825-03,1 Aug,31 Aug,1,20220040,99.96
matters-mobility.com,Google Workspace Business Starter,Usage,3921561761-06,1 Aug,22 Aug,3,20221068,212.82
mavuris.com,Google Workspace Business Starter,Commitment,2985004776-06,1 Aug,14 Aug,5,20210099,225.71
mavuris.com,Google Workspace Business Starter,Commitment decrease,2985004776-09,15 Aug,15 Aug,1,20210099,0.00
maximseeds.com,Google Workspace Business Starter,Commitment,3556748333-07,1 Aug,31 Aug,10,,999.60
maxperience.in,Google Workspace Business Starter,Commitment,3300955848-09,1 Aug,31 Aug,18,20221221,"1,799.28"
maxusb2b.com,Google Workspace Business Starter,Commitment,2992127656-06,1 Aug,18 Aug,5,20210002,290.21
mazaien.com,Google Workspace Business Starter,Usage,3851879420-06,1 Aug,31 Aug,1,20220971,99.96
mbklogistic.com,Google Workspace Business Starter,Usage,3691126715-02,1 Aug,14 Aug,14,20220670,632.01
mbklogistic.com,Google Workspace Business Starter,Usage,3691126715-02,15 Aug,23 Aug,15,20220670,435.31
mbklogistic.com,Google Workspace Business Starter,Usage,3691126715-02,24 Aug,31 Aug,17,20220670,438.54
mbsgyomu.com,Google Workspace Business Standard,Usage,3479228230-06,1 Aug,31 Aug,2,20220135,"1,075.20"
mcwinms.com,Google Workspace Business Starter,Commitment,3429335223-07,1 Aug,31 Aug,3,20211342,299.88
mdandassociates.in,Google Workspace Business Starter,Usage,3896170148-02,1 Aug,31 Aug,4,,399.84
mecc.co.in,Google Workspace Business Starter,Usage,3766282971-02,1 Aug,31 Aug,6,20220832,599.76
mediadekho.com,Google Workspace Business Starter,Usage,3537296231-02,1 Aug,31 Aug,15,20220319,"1,499.40"
meditrinahealthcare.com,Google Workspace Business Starter,Commitment,3514879400-03,1 Aug,31 Aug,8,20220226,799.68
meenakshipower.com,Google Workspace Business Starter,Usage,4214871665-02,5 Aug,5 Aug,25,20221286,91.59
meenakshipower.com,Google Workspace Business Starter,Usage,4214871665-02,6 Aug,31 Aug,19,20221286,"1,592.91"
megacraft.net,Google Workspace Business Starter,Usage,3561939832-02,1 Aug,11 Aug,15,20220389,532.05
megacraft.net,Google Workspace Business Starter,Usage,3561939832-02,12 Aug,31 Aug,14,20220389,902.86
megacraft.net,Google Workspace Business Standard,Usage,4252325118-02,11 Aug,31 Aug,1,20221322,455.23
meghanachatterjee.in,Google Workspace Business Standard,Usage,3062290284-08,1 Aug,31 Aug,1,,537.60
meghssp.org,Google Workspace Business Starter,Usage,3453050187-02,1 Aug,6 Aug,43,,"1,134.82"
meghssp.org,Google Workspace Business Starter,Usage,3453050187-02,7 Aug,17 Aug,45,,"2,199.72"
meghssp.org,Google Workspace Business Starter,Usage,3453050187-02,18 Aug,24 Aug,46,,"1,437.76"
meghssp.org,Google Workspace Business Starter,Usage,3453050187-02,25 Aug,31 Aug,47,,"1,475.69"
mekglobalshipping.com,Google Workspace Business Starter,Commitment,3191145699-04,1 Aug,31 Aug,5,20210638,499.80
mekins.com,Google Workspace Business Starter,Commitment,3837856142-03,1 Aug,31 Aug,39,,"3,931.20"
mekins.in,Google Workspace Business Starter,Commitment,3090693262-03,1 Aug,26 Aug,27,,"2,663.07"
mekins.in,Google Workspace Business Starter,Commitment decrease,3090693262-06,27 Aug,27 Aug,1,235621,0.00
melomane.in,Google Workspace Business Starter,Usage,3461316469-02,1 Aug,31 Aug,4,,399.84
memindia.com,Google Workspace Business Starter,Commitment,3522625139-07,1 Aug,31 Aug,10,20220248,999.60
memorableindia.com,Google Workspace Business Starter,Commitment,3414652879-03,1 Aug,31 Aug,4,20211280,399.84
mensstop.in,Google Workspace Business Starter,Commitment,3536557196-02,1 Aug,31 Aug,1,20220313,99.96
mentorinternationalschool.com,Google Workspace Business Starter,Usage,3552476996-02,1 Aug,31 Aug,17,20220363,"1,699.32"
mentorsindia.in,Google Workspace Business Starter,Usage,3928138660-02,1 Aug,31 Aug,1,20221072,99.96
merakiprojectsipl.com,Google Workspace Business Starter,Commitment,3809659727-02,1 Aug,31 Aug,60,20220911,"8,064.00"
mercyrajan.com,Google Workspace Business Starter,Commitment,3365054550-07,1 Aug,31 Aug,1,20211121,99.96
mergerdomo.in,Google Workspace Business Starter,Usage,3713086376-09,1 Aug,31 Aug,15,20220530,"1,499.40"
meritguide.in,Google Workspace Business Starter,Commitment,3204091533-06,1 Aug,31 Aug,6,20220801,599.76
meruinfo.co.in,Google Workspace Business Starter,Usage,3710489939-06,1 Aug,31 Aug,11,20220714,"1,099.56"
metahumantech.in,Google Workspace Business Starter,Commitment,3024759357-06,1 Aug,8 Aug,5,20210236,128.98
metahumantech.in,Google Workspace Business Starter,Commitment decrease,3024759357-09,9 Aug,9 Aug,1,202032,0.00
metastarmedia.io,Google Workspace Business Starter,Usage,3737694250-06,1 Aug,31 Aug,7,20220783,699.72
mflegal.com.au,Google Workspace Business Starter,Usage,3933664389-08,1 Aug,31 Aug,4,20221074,399.84
mgnmrscollege.com,Google Workspace for Education Plus – Legacy,Commitment,3350292492-02,1 Aug,31 Aug,1,,200.00
mgpgi.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3412284214-03,1 Aug,31 Aug,1,,120.00
mhlprimeenterprises.in,Google Workspace Business Starter,Commitment,3137783343-06,1 Aug,31 Aug,1,20210537,99.96
microinfra.tech,Google Workspace Business Starter,Usage,3804272952-08,1 Aug,31 Aug,2,20220897,199.92
micromakers.in,Google Workspace Business Starter,Usage,3551779033-06,1 Aug,31 Aug,2,20220326,199.92
mindclimbertech.com,Google Workspace Business Starter,Commitment,3348084030-07,1 Aug,23 Aug,2,202110786,148.33
mindclimbertech.com,Google Workspace Business Starter,Commitment increase,3348084030-08,23 Aug,23 Aug,4,20221396,12.90
mindsport.co.in,Google Workspace Business Starter,Usage,3251842380-06,1 Aug,31 Aug,5,20210812,499.80
mineralinfo.net,Google Workspace Business Standard,Usage,3635381279-05,1 Aug,31 Aug,1,20220570,537.60
miniboxoffice.com,Google Workspace Business Starter,Usage,4221706586-02,5 Aug,31 Aug,25,20221290,"2,472.86"
miteshdesai.co.in,Google Workspace Business Starter,Commitment,3431674557-04,1 Aug,31 Aug,1,20211349,99.96
mitora.in,Google Workspace Business Starter,Commitment,3046385505-07,1 Aug,31 Aug,8,20210292,799.68
mittalgroup.net,Google Workspace Business Starter,Commitment,3335176816-03,1 Aug,31 Aug,6,20211039,599.76
mjhotels.in,Google Workspace Business Starter,Commitment,3093849600-06,1 Aug,31 Aug,1,,99.96
mjyotish.com,Google Workspace Business Standard,Usage,3702782522-06,1 Aug,31 Aug,1,20220689,537.60
mkbuilders.in,Google Workspace Business Starter,Usage,3605901181-02,1 Aug,31 Aug,29,,"3,511.20"
mkcagrofresh.com,Google Workspace Business Starter,Usage,3906396673-02,1 Aug,31 Aug,38,20221040,"5,023.20"
mkelite.in,Google Workspace Business Starter,Usage,3943218361-06,1 Aug,31 Aug,1,20221082,99.96
mkone.in,Google Workspace Business Starter,Usage,3942204446-06,1 Aug,31 Aug,3,20221081,299.88
mlnclinicalsolutions.com,Google Workspace Business Starter,Usage,2288676370-06,1 Aug,4 Aug,5,2020265,108.38
mlnclinicalsolutions.com,Google Workspace Business Starter,Usage,2288676370-06,5 Aug,5 Aug,6,2020265,0.00
mlnsoftwareservices.com,Google Workspace Business Starter,Usage,2288290137-06,1 Aug,4 Aug,5,2020264,108.38
mlnsoftwareservices.com,Google Workspace Business Starter,Usage,2288290137-06,5 Aug,5 Aug,6,2020264,0.00
mmcc.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3110119524-03,1 Aug,31 Aug,16,20210472,"1,920.00"
mmsareehouse.com,Google Workspace Business Starter,Usage,3792853623-02,1 Aug,31 Aug,1,20220883,99.96
mobileguruz.com,Google Workspace Business Starter,Usage,4221670492-02,5 Aug,31 Aug,4,202212890,348.25
mobitrade.in,Google Workspace Business Starter,Commitment,3200642860-17,1 Aug,31 Aug,26,20220988,"3,007.20"
modaopticals.com,Google Workspace Business Starter,Commitment,3417823800-04,1 Aug,31 Aug,3,20211298,299.88
modelartbalaji.com,Google Workspace Business Starter,Usage,4021866997-02,1 Aug,31 Aug,1,20221124,99.96
moderntechsteelservices.com,Google Workspace Business Starter,Usage,3847607741-06,1 Aug,31 Aug,3,20220963,299.88
modulinea.com,Google Workspace Business Starter,Usage,3713110853-02,1 Aug,31 Aug,12,20220723,"1,199.52"
mohaminfo.com,Google Workspace Business Starter,New commitment,4248727254-02,10 Aug,31 Aug,25,20221321,"2,086.45"
mommadeco.com,Google Workspace Business Starter,Commitment,3434920047-04,1 Aug,31 Aug,3,,299.88
monteiiros.com,Google Workspace Business Starter,Commitment,3328831368-07,1 Aug,31 Aug,2,20211087,199.92
moradiyachem.com,Google Workspace Business Starter,Commitment,3103389839-02,1 Aug,31 Aug,2,20210456,199.92
morickapdevelopers.com,Google Workspace Business Starter,Commitment,3238007610-07,1 Aug,31 Aug,6,20220427,599.76
motadataserviceops.com,Google Workspace Business Starter,Usage,3574607188-02,1 Aug,31 Aug,2,20220411,199.92
mountnmist.net,Google Workspace Business Starter,Commitment,3569710992-03,1 Aug,31 Aug,1,,99.96
mouryamarketing.com,Google Workspace Business Starter,Usage,4048814365-02,1 Aug,31 Aug,3,20221164,299.88
movinestate.com,Google Workspace Business Starter,Usage,3043387081-02,1 Aug,9 Aug,1,,29.02
movinestate.com,Google Workspace Business Starter,Usage,3043387081-02,10 Aug,10 Aug,2,,0.00
movingbay.com,Google Workspace Business Standard,Usage,3440096465-02,1 Aug,31 Aug,4,20220020,"2,150.40"
mpeg.co.in,Google Workspace Business Starter,Commitment,3200894046-04,1 Aug,31 Aug,3,20210673,299.88
mppcb.org,Google Workspace Business Standard,Usage,3971521793-02,1 Aug,31 Aug,1,,537.60
mpsscollege.com,Google Workspace Business Plus,Usage,3577956646-10,15 Aug,31 Aug,1,20220448,552.77
mpwlc.co.in,Google Workspace Business Plus,Usage,3720272990-02,1 Aug,31 Aug,2,,"2,016.00"
msa.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3895731552-03,1 Aug,31 Aug,5,,600.00
mschennaichap.co.in,Google Workspace Business Starter,Usage,4038740475-02,1 Aug,31 Aug,1,20221149,99.96
mscollegeofpharmacy.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3034155515-03,1 Aug,31 Aug,1,,120.00
mscs.co.in,Google Workspace Business Starter,Commitment,3354498648-02,1 Aug,31 Aug,1,20211101,99.96
mspace.in,Google Workspace Business Starter,Commitment,3012157387-06,1 Aug,1 Aug,21,20220113,69.92
mspace.in,Google Workspace Business Starter,Commitment decrease,3012157387-07,2 Aug,2 Aug,1,20210185,0.00
mtcgroupltd.com,Google Workspace Business Starter,Usage,3012237921-06,1 Aug,26 Aug,1,2019114,83.83
mtcgroupltd.com,Google Workspace Business Starter,Usage,3012237921-06,27 Aug,27 Aug,2,2019114,0.00
mudaksh.com,Google Workspace Business Starter,Usage,3726755529-06,1 Aug,31 Aug,1,20220764,99.96
mudlamp.com,Google Workspace Business Starter,Usage,3548714213-08,1 Aug,11 Aug,7,20220310,248.29
mudlamp.com,Google Workspace Business Starter,Usage,3548714213-08,12 Aug,31 Aug,6,20220310,386.94
muphonystudios.com,Google Workspace Business Plus,Usage,4098722240-08,19 Aug,31 Aug,1,20221212,422.71
murliproject.co.in,Google Workspace Business Starter,Usage,2995778598-08,1 Aug,21 Aug,1,20210123,67.71
murliproject.co.in,Google Workspace Business Starter,Usage,2995778598-08,22 Aug,22 Aug,2,20210123,0.00
mvexim.in,Google Workspace Business Starter,Usage,3076783295-02,1 Aug,7 Aug,14,20210383,316.01
mvexim.in,Google Workspace Business Starter,Usage,3076783295-02,8 Aug,8 Aug,15,20210383,48.37
mvexim.in,Google Workspace Business Starter,Usage,3076783295-02,9 Aug,21 Aug,17,20210383,712.62
mvexim.in,Google Workspace Business Starter,Usage,3076783295-02,22 Aug,22 Aug,18,20210383,0.00
mvvmkhousing.com,Google Workspace Business Starter,Commitment,3178337005-05,1 Aug,31 Aug,9,20220499,899.64
mwcorp.co.in,Google Workspace Business Starter,Usage,4002234974-02,1 Aug,31 Aug,29,,"3,511.20"
myconltd.com,Google Workspace Business Starter,Usage,4221351211-02,5 Aug,8 Aug,30,20221291,474.74
myconltd.com,Google Workspace Business Starter,Usage,4221351211-02,9 Aug,31 Aug,11,20221291,815.81
myfarms.co.in,Google Workspace Business Starter,Usage,3785225928-06,1 Aug,31 Aug,1,20220857,99.96
mygibraltar.co.uk,Google Workspace Business Starter,Usage,3390426958-02,1 Aug,31 Aug,12,,"1,199.52"
myinstafame.com,Google Workspace Business Starter,Commitment,3566551528-06,1 Aug,31 Aug,1,20220410,99.96
mykartify.com,Google Workspace Business Starter,Commitment,3403253681-07,1 Aug,31 Aug,1,,99.96
mymoneyfintechsolution.com,Google Workspace Business Standard,Usage,3321028463-11,1 Aug,19 Aug,4,20211002,"1,317.99"
mymoneyfintechsolution.com,Google Workspace Business Standard,Usage,3321028463-13,24 Aug,26 Aug,4,20211002,208.11
mymoneyfintechsolution.com,Google Workspace Business Standard,Usage,3321028463-13,27 Aug,31 Aug,3,20211002,260.13
myndscope.com,Google Workspace Business Starter,Commitment,3295960958-07,1 Aug,31 Aug,10,20210906,999.60
myonlineteacher.in,Google Workspace Business Plus,Usage,2862709067-10,1 Aug,7 Aug,1,2021707,227.61
myonlineteacher.in,Google Workspace Business Plus,Usage,2862709067-10,8 Aug,8 Aug,2,2021707,0.00
myoverseasedu.com,Google Workspace Business Starter,Commitment,3468462879-07,1 Aug,31 Aug,1,,99.96
mypaath.co.in,Google Workspace Business Standard,Usage,3678610421-06,1 Aug,9 Aug,1,20220665,156.08
mysticding.in,Google Workspace Business Starter,Usage,3801974070-06,1 Aug,31 Aug,1,20220894,99.96
mysupportoptions.com.au,Google Workspace Business Starter,Usage,3902558861-06,1 Aug,31 Aug,1,20221036,99.96
mzu.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3514755884-03,1 Aug,31 Aug,40,20220227,"4,800.00"
nacliving.com,Google Workspace Business Starter,Usage,2752402240-02,1 Aug,7 Aug,2,2021154,75.87
nacliving.com,Google Workspace Business Starter,Usage,2752402240-02,8 Aug,8 Aug,3,2021154,0.00
nacway.com,Google Workspace Business Starter,Usage,2742039608-02,1 Aug,7 Aug,2,2020105,75.87
nacway.com,Google Workspace Business Starter,Usage,2742039608-02,8 Aug,8 Aug,3,2020105,0.00
nakhyeudyog.com,Google Workspace Business Starter,Commitment,3077656373-06,1 Aug,31 Aug,1,,99.96
namedia.org.in,Google Workspace Business Starter,Usage,3087570293-02,1 Aug,26 Aug,4,,335.35
namedia.org.in,Google Workspace Business Starter,Usage,3087570293-02,27 Aug,27 Aug,5,,0.00
napchief.com,Google Workspace Business Starter,Commitment,3208645529-08,1 Aug,31 Aug,4,20210847,399.84
narayaninfosoft.com,Google Workspace Business Starter,Commitment,3354498236-03,1 Aug,31 Aug,1,,99.96
nashionalpermit.com,Google Workspace Business Starter,Commitment,3549241728-08,1 Aug,31 Aug,2,20220445,199.92
natkhatfilms.com,Google Workspace Business Starter,Commitment,2940753022-09,1 Aug,15 Aug,1,2021959,70.32
natkhatfilms.com,Google Workspace Business Starter,Commitment decrease,2940753022-11,16 Aug,16 Aug,1,20232,0.00
navarna.com,Google Workspace Business Starter,Usage,3829518875-04,1 Aug,31 Aug,10,,999.60
navinthadevoos.com,Google Workspace Business Starter,Commitment,3485474109-07,1 Aug,31 Aug,1,20220154,99.96
navisofttech.com,Google Workspace Business Starter,Usage,3588298726-06,1 Aug,31 Aug,3,20220464,299.88
navkaardryfruits.com,Google Workspace Business Starter,Usage,3842562083-07,1 Aug,31 Aug,2,20220958,199.92
nayarabdasuharsha.com,Google Workspace Business Starter,Usage,3367779702-02,1 Aug,31 Aug,1,20211136,99.96
nayatechs.com,Google Workspace Business Starter,Usage,3938073994-02,1 Aug,18 Aug,5,,290.21
nayatechs.com,Google Workspace Business Starter,Usage,3938073994-02,19 Aug,24 Aug,6,,116.09
nayatechs.com,Google Workspace Business Starter,Usage,3938073994-02,25 Aug,31 Aug,8,,180.57
nayscapital.com,Google Workspace Business Starter,Commitment,3518533057-07,1 Aug,31 Aug,3,,299.88
ncrsoftware.com,Google Workspace Business Starter,Usage,4209089577-02,5 Aug,5 Aug,20,20221281,64.49
ncrsoftware.com,Google Workspace Business Starter,Usage,4209089577-02,6 Aug,31 Aug,19,20221281,"1,592.91"
ncskochi.in,Google Workspace Business Standard,Usage,3650028861-06,1 Aug,31 Aug,1,20220610,537.60
ndshomecare.com.au,Google Workspace Business Starter,Commitment,3427675803-07,1 Aug,31 Aug,1,,99.96
nealinfratech.com,Google Workspace Business Starter,Commitment,3074354143-06,1 Aug,22 Aug,2,20210372,141.87
nebulacompanies.com,Google Workspace Business Starter,Usage,3529505169-02,1 Aug,9 Aug,210,20220282,"9,847.52"
nebulacompanies.com,Google Workspace Business Starter,Usage,3529505169-02,10 Aug,26 Aug,211,20220282,"18,692.99"
nebulacompanies.com,Google Workspace Business Starter,Usage,3529505169-02,27 Aug,31 Aug,212,20220282,"5,525.04"
nebulacompanies.com,Google Workspace Business Standard,Commitment,4074984692-02,1 Aug,31 Aug,10,20220282,"6,720.00"
necessaryindia.com,Google Workspace Business Starter,Usage,4120320230-02,1 Aug,31 Aug,1,20221226,99.96
necprefabs.com,Google Workspace Business Starter,Usage,3625964345-02,1 Aug,31 Aug,1,,99.96
neeraapande.com,Google Workspace Business Starter,Usage,3612528952-02,1 Aug,31 Aug,1,,99.96
nellaimandalee.org,Google Workspace Enterprise Standard,Usage,3256292867-02,1 Aug,31 Aug,1,,"1,120.00"
neoventis.com,Google Workspace Business Starter,Usage,3100296622-02,1 Aug,31 Aug,32,,"4,015.20"
newedgebioscience.com,Google Workspace Business Starter,Usage,3786562324-03,1 Aug,31 Aug,2,20220864,199.92
nexoispaper.com,Google Workspace Business Starter,Commitment,3415249248-07,1 Aug,31 Aug,1,20211281,99.96
nextdoorkitchens.in,Google Workspace Business Starter,Usage,3579793320-08,1 Aug,1 Aug,13,20220451,41.91
nextdoorkitchens.in,Google Workspace Business Starter,Usage,3579793320-08,2 Aug,3 Aug,11,20220451,70.94
nextdoorkitchens.in,Google Workspace Business Starter,Usage,3579793320-08,4 Aug,31 Aug,10,20220451,902.86
nextgenrealty.co.in,Google Workspace Business Starter,Commitment,3305596385-04,1 Aug,31 Aug,3,20210938,299.88
nexuswater.in,Google Workspace Business Starter,Commitment,3340319335-07,1 Aug,31 Aug,1,,99.96
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,1 Aug,3 Aug,57,,795.02
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,4 Aug,10 Aug,56,,"1,817.11"
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,11 Aug,16 Aug,55,,"1,525.01"
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,17 Aug,18 Aug,50,,454.14
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,19 Aug,22 Aug,49,,886.62
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,23 Aug,26 Aug,46,,821.59
nexwaveinc.com,Google Workspace Business Starter,Usage,3491050119-02,27 Aug,31 Aug,43,,945.69
ngapl.com,Google Workspace Business Starter,Usage,3347849195-02,1 Aug,5 Aug,53,20210994,"1,216.65"
ngapl.com,Google Workspace Business Starter,Usage,3347849195-02,6 Aug,18 Aug,49,20210994,"2,881.48"
ngapl.com,Google Workspace Business Starter,Usage,3347849195-02,19 Aug,30 Aug,50,20210994,"2,724.86"
ngapl.com,Google Workspace Business Starter,Usage,3347849195-02,31 Aug,31 Aug,51,20210994,232.49
nibhainfotech.com,Google Workspace Business Starter,Usage,4107749985-07,21 Aug,31 Aug,8,20221220,283.75
niblerzz.com,Google Workspace Business Starter,Commitment,3493004186-08,1 Aug,31 Aug,4,20220567,399.84
nichebit.com,Google Workspace Business Starter,Usage,2741966276-02,1 Aug,7 Aug,54,2020242,"2,048.52"
nichebit.com,Google Workspace Business Starter,Usage,2741966276-02,8 Aug,14 Aug,55,2020242,"2,086.45"
nichebit.com,Google Workspace Business Starter,Usage,2741966276-02,15 Aug,15 Aug,56,2020242,0.00
nidanpathlab.in,Google Workspace Business Starter,Commitment,2966528960-06,1 Aug,7 Aug,4,20221192,90.29
nifm.edu.in,Google Workspace for Education: Teaching and Learning Upgrade,Usage,3452465919-07,1 Aug,31 Aug,2,,240.00
nifty50stock.com,Google Workspace Business Starter,Commitment,3311406669-04,1 Aug,31 Aug,1,20210962,99.96
nigosi.com,Google Workspace Business Starter,Usage,3917491941-06,1 Aug,31 Aug,2,20221056,199.92
nikithabuildtech.com,Google Workspace Business Starter,Commitment,3883079758-02,1 Aug,31 Aug,99,20221003,"6,652.80"
nikkoulogistics.com,Google Workspace Business Starter,Commitment,3305172601-06,1 Aug,31 Aug,100,20211025,"11,760.00"
nimativ.in,Google Workspace Business Starter,Usage,3606192124-06,1 Aug,16 Aug,4,20220500,206.37
nimativ.in,Google Workspace Business Starter,Usage,3606192124-06,17 Aug,31 Aug,6,20220500,290.21
niokochibod.co.in,Google Workspace Business Standard,Usage,3386532321-06,1 Aug,31 Aug,1,20211191,537.60
nioslaboratories.com,Google Workspace Business Starter,Usage,3699117764-03,1 Aug,31 Aug,4,20220693,399.84
niproweitek.com,Google Workspace Business Starter,Commitment,3557435839-02,1 Aug,31 Aug,4,,399.84
nirajinternationalschool.com,Google Workspace Business Starter,Usage,4223100481-02,6 Aug,8 Aug,113,20221298,"1,705.47"
nirajpublicschool.com,Google Workspace Business Starter,Usage,4210739350-02,5 Aug,9 Aug,16,20221280,257.97
niraparamiddleeast.com,Google Workspace Business Starter,Usage,3394501882-02,1 Aug,31 Aug,4,20211217,399.84
nishka-group.com,Google Workspace Business Starter,Commitment,3271980151-07,1 Aug,31 Aug,1,20210855,99.96
nithus.in,Google Workspace Business Starter,Commitment,3318893500-09,1 Aug,31 Aug,11,20220915,"1,099.56"
nitmz.ac.in,Google Workspace for Education: Teaching and Learning Upgrade,Commitment,3569602813-04,1 Aug,31 Aug,8,2021041,960.00
nityaresort.com,Google Workspace Business Starter,Usage,4244812655-02,9 Aug,27 Aug,6,20221313,367.59
nityaresort.com,Google Workspace Business Starter,Usage,4244812655-02,28 Aug,31 Aug,7,20221313,90.29
nivinaire.com,Google Workspace Business Starter,Usage,3789970306-07,1 Aug,31 Aug,12,20220866,"1,199.52"
njhrservices.com,Google Workspace Business Starter,Usage,3615160629-06,1 Aug,31 Aug,1,20220516,99.96
nmehtatyres.com,Google Workspace Business Starter,Usage,3872562844-02,1 Aug,31 Aug,4,20220998,399.84
nmiceworld.com,Google Workspace Business Starter,Usage,3358498289-02,1 Aug,31 Aug,4,,399.84
noah-logistics.com,Google Workspace Business Starter,Usage,3395011959-02,1 Aug,16 Aug,2,,103.18
noah-logistics.com,Google Workspace Business Starter,Usage,3395011959-02,17 Aug,31 Aug,3,,145.10
nobleholidaystours.com,Google Workspace Business Starter,Usage,4282101004-02,16 Aug,31 Aug,5,20221345,257.97
norquestbrands.com,Google Workspace Business Starter,Usage,3521635311-02,1 Aug,18 Aug,27,,"1,843.67"
norquestbrands.com,Google Workspace Business Starter,Usage,3521635311-02,19 Aug,20 Aug,25,,183.17
norquestbrands.com,Google Workspace Business Starter,Usage,3521635311-02,21 Aug,31 Aug,26,,"1,067.07"
